"1256"	"Who"	"Who helps deliver Keiko O'Brien's baby in 'Disaster'?"	""	""	""	""	"Worf"	""
"1257"	"Who"	"Who is eager to take over Riker's job on the Enterprise in 'Best of Both Worlds'?"	""	""	""	""	"Shelby"	""
"1258"	"What"	"What is the name of the starship Riker was offered in 'Best of Both Worlds'?"	""	""	""	""	"USS Melbourne"	""
"1259"	"Who"	"Who is not seen during the holodeck programs running during 'Emergence'?"	""	""	""	""	"Policeman"	""
"1260"	"Who"	"Who states 'Your neutrinos are drifting'?"	""	""	""	""	"Robin Lefler"	""
"1261"	"Who"	"Who is the Captain of the Federation Starship Voyager?"	""	""	""	""	"Janeway"	""
"1262"	"Who"	"Who is the Morale Officer of Voyager?"	""	""	""	""	"Neelix"	""
"1263"	"Who"	"Who is the Chief Engineer of Voyager?"	""	""	""	""	"Torres"	""
"1264"	"Who"	"Who is the first officer of Voyager?"	""	""	""	""	"Chakotay"	""
"1265"	"Who"	"Who is the Chief of Security?"	""	""	""	""	"Tuvok"	""
"1266"	"What"	"What was the name of Neelix's godchild?"	""	""	""	""	"Naomi"	""
"1267"	"Who"	"Who has the position in Astrometrics?"	""	""	""	""	"7 of 9"	""
"1268"	"Who"	"Who is the Ambassador to Earth?"	""	""	""	""	"Neelix"	""
"1269"	"What"	"What class is the Starship Voyager?"	""	""	""	""	"Intrepid"	""
"1270"	"What"	"What is the registration number of Starship Voyager?"	""	""	""	""	"NCC-74656"	""
"1271"	"Where"	"Where did Admiral Hansen's fleet fight and lose to the Borg?"	""	""	""	""	"Wolf 359"	""
"1272"	"What"	"What was the name of Worf's son?"	""	""	""	""	"Alexander"	""
"1273"	"Who"	"Who was Wesley Crusher with on his last mission with the Enterprise?"	""	""	""	""	"Picard"	""
"1274"	"What"	"What Federation ship was destroying Cardassian ships without orders in 'The Wounded'?"	""	""	""	""	"USS Phoenix"	""
"1275"	"Which"	"Which event wasn't an indication that something odd had occurred on board in 'Clues'?"	""	""	""	""	"Picard's nightmares"	""
"1276"	"What"	"What character from literature was Lt. Barclay playing during the episode ""The Nth Degree""?"	""	""	""	""	"Cyrano de Bergerac"	""
"1277"	"What"	"What character did Q turn Picard into in ""QPid""?"	""	""	""	""	"Robin Hood"	""
"1278"	"What"	"What numbers and what letter is on the main ship in ""Star Trek: The Next Generation""?"	""	""	""	""	"1701-D"	""
"1279"	"Who"	"Who is captain aboard the Enterprise?"	""	""	""	""	"Jean-Luc Picard"	""
"1280"	"What"	"What is Will Riker's middle name?"	""	""	""	""	"Thomas"	""
"1281"	"What"	"What is the Enterprise-D's maximum speed?"	""	""	""	""	"Warp 9.6"	""
"1282"	"What"	"What are the two main weapons of the Enterprise-D?"	""	""	""	""	"Phasers and photon torpedoes"	""
"1283"	"Which"	"Which parent seems more concerned about his job than his son going to school?"	""	""	""	""	"Rom"	""
"1284"	"Who"	"Who breaks up the physical confrontation between Odo and Ibudan?"	""	""	""	""	"Sisko"	""
"1285"	"Where"	"Where is Ibudan found dead?"	""	""	""	""	"in a holosuite"	""
"1286"	"How"	"How is Ibudan killed?"	""	""	""	""	"He is stabbed in the back."	""
"1287"	"Who"	"Who is suspected of murdering Ibudan?"	""	""	""	""	"Odo"	""
"1288"	"Where"	"Where does Odo specifically claim he was when Ibudan was killed?"	""	""	""	""	"in a pail"	""
"1289"	"Who"	"Who played Tasha Yar?"	""	""	""	""	"Denise Crosby"	""
"1290"	"Who"	"Who told Yar that he was 'fully functional'?"	""	""	""	""	"Data"	""
"1291"	"What"	"What was the name of Tasha's daughter that she had after she joined the crew of the Enterprise-C?"	""	""	""	""	"Sela"	""
"1292"	"Who"	"Who kept a small holographic portrait of her in his desk after she had died?"	""	""	""	""	"Data"	""
"1293"	"What"	"What was Tasha's job on the Enterprise?"	""	""	""	""	"Chief of Security"	""
"1294"	"What"	"What part did Denise Crosby first audition for?"	""	""	""	""	"Deanna Troi"	""
"1295"	"What"	"What was Tasha's sister's name?"	""	""	""	""	"Ishara"	""
"1296"	"What"	"What colour uniform did Tasha wear?"	""	""	""	""	"Yellow"	""
"1297"	"What"	"What area of Earth is attacked at the beginning of the episode?"	""	""	""	""	"Florida and Venezuela"	""
"1298"	"What"	"What was the initial estimate of the number of casualties from the attack?"	""	""	""	""	"1 million"	""
"1299"	"What"	"What species was behind the attack?"	""	""	""	""	"Xindi"	""
"1300"	"Who"	"Who informs Archer of who launched the attack?"	""	""	""	""	"The Suliban leader"	""
"1301"	"How"	"How does Archer prove his theory of who attacked Earth?"	""	""	""	""	"Quantum dating the debris"	""
"1302"	"How"	"How many times is Enterprise attacked in the episode?"	""	""	""	""	"3"	""
"1303"	"What"	"What new type of weapon is Enterprise fitted with in the episode?"	""	""	""	""	"Photonic torpedoes"	""
"1304"	"Who"	"Who did Worf marry in the ""Star Trek"" series ""Deep Space 9""?"	""	""	""	""	"Jadzia Dax"	""
"1305"	"Which"	"Which of these characters from ""Star Trek: TNG"" never had a child, imagined or real?"	""	""	""	""	"Geordi LaForge"	""
"1306"	"Which"	"Which of the following ""Star Trek: DS9"" characters was never pregnant?"	""	""	""	""	"Ezri Dax"	""
"1307"	"Which"	"Which of the following is one of Miles and Keiko O'Brien's children in ""Star Trek""?"	""	""	""	""	"Kirayoshi"	""
"1308"	"What"	"What was the first name of Benjamin Sisko's second wife on ""ST: DS9""?"	""	""	""	""	"Kasidy"	""
"1309"	"Which"	"Which of the following ""ST: TOS"" characters was married?"	""	""	""	""	"Hikaru Sulu"	""
"1310"	"What"	"What was the chief engineer on ""ST: TOS""'s nickname?"	""	""	""	""	"Scotty"	""
"1311"	"When"	"When Worf is missing after his ship is ambushed and the Defiant's search is cut short, Ezri goes out alone and finds his escape pod. Awkwardness reigns, and the topic of Jadzia quickly becomes taboo. Still, Ezri coaxes an amusing confession out of Worf. How did he spend his days in the escape pod?"	""	""	""	""	"Singing Klingon opera"	""
"1312"	"How"	"How many seasons was Tasha Yar on the Enterprise as a main character?"	""	""	""	""	"1"	""
"1313"	"What"	"What is Worf's favorite drink?"	""	""	""	""	"prune juice"	""
"1314"	"What"	"What ship was Picard on before the Enterprise?"	""	""	""	""	"The Stargazer"	""
"1315"	"What"	"What does Deanna love almost as much as life itself?"	""	""	""	""	"chocolate"	""
"1316"	"What"	"What kind of tea does Picard drink?"	""	""	""	""	"Earl Grey"	""
"1317"	"What"	"What is Data's cat's name?"	""	""	""	""	"Spot"	""
"1318"	"What"	"What kind of music does Riker like?"	""	""	""	""	"jazz"	""
"1319"	"Where"	"Where does Chief O'Brien work?"	""	""	""	""	"transporter room"	""
"1320"	"Which"	"Which of the following starships has William Riker NOT either commanded or been offered the command of?"	""	""	""	""	"USS Sutherland"	""
"1321"	"How"	"How closely were you paying attention? Wesley Crusher gets to head his first project aboard the Enterprise in ""Pen Pals."" What sort of geological test does Crusher order Ensign Davies to run on Drema IV?"	""	""	""	""	"Ico-spectrogram"	""
"1322"	"What"	"What is the name of the clone-based society that the Enterprise encounters in ""Up the Long Ladder""?"	""	""	""	""	"Mariposans"	""
"1323"	"What"	"What is the name of the Ferengi ship that ambushes the Enterprise while it is conducting war games in ""Peak Performance""?"	""	""	""	""	"Kreechta"	""
"1324"	"What"	"What does Captain Janeway love to drink?"	""	""	""	""	"Coffee"	""
"1325"	"What"	"What is the name of the captain of Voyager?"	""	""	""	""	"Kathryn Janeway"	""
"1326"	"Who"	"Who designed the Delta Flyer?"	""	""	""	""	"Tom Paris"	""
"1327"	"When"	"When Seven of Nine was a small girl, she was assimilated by which species?"	""	""	""	""	"Borg"	""
"1328"	"What"	"What type of ship is Voyager?"	""	""	""	""	"Intrepid Class"	""
"1329"	"How"	"How did the Defiant go back in time?"	""	""	""	""	"Arne Darvin used the Orb of Time."	""
"1330"	"Who"	"Who has the largest file on record at the office of Temporal Investigations as of 2367?"	""	""	""	""	"James T. Kirk"	""
"1331"	"Who"	"Who does Sisko send to Deep Space Station K-7 to find Arne Darvin?"	""	""	""	""	"Odo and Worf"	""
"1332"	"What"	"What is the last name of Bashir's great-grandmother?"	""	""	""	""	"Whatley"	""
"1333"	"What"	"What was the clue that tipped off Odo to the fact that Darvin had been in the bar prior to Odo's arrival?"	""	""	""	""	"Raktajino"	""
"1334"	"How"	"How many tribbles did Dax calculate to be around in the station and on the Enterprise?"	""	""	""	""	"1,771,561"	""
"1335"	"How"	"How did the Defiant crew beam over to the Enterprise without the Enterprise detecting them?"	""	""	""	""	"There was a three second window between sensor scan cycles."	""
"1336"	"Which"	"Which crew members are trapped in the detention colony?"	""	""	""	""	"Captain Archer & Travis Mayweather"	""
"1337"	"Who"	"Who was sent to isolation?"	""	""	""	""	"Danik"	""
"1338"	"What"	"What is the name of the man in charge of the Tandaran camp?"	""	""	""	""	"Colonel Grat"	""
"1339"	"Which"	"Which crew member disguised himself as a Suliban?"	""	""	""	""	"Malcolm Reed"	""
"1340"	"What"	"What is the name of Danik's daughter?"	""	""	""	""	"Narra"	""
"1341"	"How"	"How are you? I am the Ship's Counselor on the Enterprise, Lt. Commander Troi. I am usually more informal in one-on-one situations, but I started using my rank following that collision with the quantum filament. But watch out for my mother; she's a little eccentric. What is my first name?"	""	""	""	""	"Deanna"	""
"1342"	"Who"	"Who brought Captain Archer into the future, thereby disrupting the time line in the ""Star Trek: Enterprise"" episode ""Shockwave""?"	""	""	""	""	"Daniels"	""
"1343"	"Which"	"Which of the following characters do not die in the ""Star Trek: Enterprise"" episode ""Twilight""?"	""	""	""	""	"All of them die"	""
"1344"	"What"	"What species was the Federation at war with in the alternate future presented in the ""Star Trek: The Next Generation"" episode ""Yesterday's Enterprise""?"	""	""	""	""	"Klingons"	""
"1345"	"What"	"What character was not present in the alternate future presented in the ""Star Trek: The Next Generation"" series finale ""All Good Things...""?"	""	""	""	""	"Troi"	""
"1346"	"What"	"What rank was Picard in the alternate future shown to him by Q in the ""Star Trek: The Next Generation"" episode ""Tapestry""?"	""	""	""	""	"Lieutenant"	""
"1347"	"Which"	"Which of the following events were never seen in any alternate future ever presented on ""Star Trek: Voyager""?"	""	""	""	""	"Chakotay married to Seven"	""
"1348"	"How"	"How many years had Voyager been back home at the start of the ""Star Trek: Voyager"" series finale ""Endgame""?"	""	""	""	""	"10"	""
"1349"	"What"	"What was Barclay's rank as seen in the ""Star Trek: Voyager"" finale ""Endgame""?"	""	""	""	""	"Commander"	""
"1350"	"Which"	"Which of the following ""Star Trek: The Next Generation"" episodes did not feature an alternate present or future?"	""	""	""	""	"""Future Imperfect"""	""
"1351"	"Who"	"Who did Sisko impersonate to preserve the time line in the ""Star Trek: Deep Space Nine"" episode ""Past Tense, Part II""?"	""	""	""	""	"Bell"	""
"1352"	"Which"	"Which supporting character does NOT appear in the premiere episode, ""Emissary""?"	""	""	""	""	"Garak (Andrew J. Robinson)"	""
"1353"	"How"	"How many warp nacelles did the Enterprise-D have?"	""	""	""	""	"2"	""
"1354"	"What"	"What was the maximum sustainable velocity of the Enterprise-D?"	""	""	""	""	"warp 9.6"	""
"1355"	"How"	"How many decks did the Enterprise-D have?"	""	""	""	""	"42"	""
"1356"	"What"	"What was the approximate crew complement of the Enterprise-D?"	""	""	""	""	"1014"	""
"1357"	"What"	"What class of ship was the Galaxy-class Enterprise-D replaced with?"	""	""	""	""	"Sovereign-class"	""
"1358"	"How"	"How many torpedo launchers did the Enterprise-D have?"	""	""	""	""	"3"	""
"1359"	"What"	"What type of torpedoes was the Enterprise-D equipped with?"	""	""	""	""	"Photon"	""
"1360"	"Which"	"Which of the following pieces of music was played during the episode, ""Counterpoint""?"	""	""	""	""	"Mahler Symhony No. 1, Second Mvmt."	""
"1361"	"What"	"What holodeck character did Janeway play in the episode, ""Bride of Chaotica!""?"	""	""	""	""	"Queen Arachnia"	""
"1362"	"Who"	"Who commanded the Enterprise for most of ""Descent, Part II""?"	""	""	""	""	"Dr. Crusher"	""
"1363"	"What"	"What physical element of Dr. Tainer was one of the clues that helped tip off Data that she was an android?"	""	""	""	""	"Eyelid blinking pattern"	""
"1364"	"What"	"What device on the USS Pegasaus had been developed in violation of a treaty signed by the Federation?"	""	""	""	""	"Cloaking device"	""
"1365"	"Which"	"Which crew member became amphibious in the episode ""Genesis""?"	""	""	""	""	"Troi"	""
"1366"	"What"	"What was the real 1st name of the warrior K'mtar that claimed to be protecting Worf from the Duras sisters in ""Firstborn""?"	""	""	""	""	"Alexander"	""
"1367"	"What"	"What was the name of Captain Beverly Picard's ship?"	""	""	""	""	"USS Pasteur"	""
"1368"	"Who"	"Who is the Captain of the Enterprise D?"	""	""	""	""	"Picard"	""
"1369"	"Who"	"Who is the First Officer?"	""	""	""	""	"Riker"	""
"1370"	"Who"	"Who is the doctor in all seasons except season 2?"	""	""	""	""	"Crusher"	""
"1371"	"Who"	"Who was the doctor in season 2?"	""	""	""	""	"Pulaski"	""
"1372"	"Who"	"Who was the first Chief of Security when the series began?"	""	""	""	""	"Yar"	""
"1373"	"Who"	"Who was the second and final Chief of Security?"	""	""	""	""	"Worf"	""
"1374"	"Who"	"Who was the android Science Officer?"	""	""	""	""	"Data"	""
"1375"	"Who"	"Who was the ship's Counseler?"	""	""	""	""	"Troi"	""
"1376"	"Who"	"Who was the Chief of Engineering the last few seasons?"	""	""	""	""	"LaForge"	""
"1377"	"Who"	"Who was Dr. Crusher's son that was also an acting Ensign?"	""	""	""	""	"Wes"	""
"1378"	"When"	"When Starfleet agreed to provide Cardassia with industrial replicators, the true allegiance of two recurring characters is revealed. This causes problems for Captain Sisko when he is lured away from the station in the Defiant enabling the Maquis to steal the replicators. Which episode is this?"	""	""	""	""	"For The Cause"	""
"1379"	"What's"	"What's worse than the Jem'Hadar? Renegade Jem'Hadar! One of the upper pylons is broken. The senior staff take the Defiant into the Gamma Quadrant and team up with some loyal Jem'Hadar to stop the renegades from gaining control of an Iconian gateway. Which ""DS9"" episode tells this story?"	""	""	""	""	"To The Death"	""
"1380"	"What"	"What was the name of her now-dead husband?"	""	""	""	""	"Jack"	""
"1381"	"What"	"What season was Dr. Crusher replaced by Pulaski?"	""	""	""	""	"2nd"	""
"1382"	"What"	"What was the name of the Trill with whom she had a relationship?"	""	""	""	""	"Odan"	""
"1383"	"What"	"What was her nickname?"	""	""	""	""	"The Dancing Doctor"	""
"1384"	"How"	"How was she involved with the arts?"	""	""	""	""	"She directed plays"	""
"1385"	"Why"	"Why did everyone on the Enterprise disappear in 'Remember Me'?"	""	""	""	""	"She was in a warp bubble"	""
"1386"	"What"	"What is the name of her son?"	""	""	""	""	"Wesley"	""
"1387"	"Who"	"Who helped her in the naming of the Borg Hugh?"	""	""	""	""	"Geordi"	""
"1388"	"What"	"What was the reason why Dr. Pulaski did not meet Captain Picard on arrival?"	""	""	""	""	"Counselor Troi was pregnant"	""
"1389"	"What"	"What happened to Dr Pulaski following her visit to the Darwin Genetic Research Station?"	""	""	""	""	"She started to age rapidly"	""
"1390"	"Which"	"Which Klingon tradition did Worf and Pulaski share together?"	""	""	""	""	"The Klingon Tea Ceremony"	""
"1391"	"What"	"What relative is on the Enterprise-D with Beverly?"	""	""	""	""	"son"	""
"1392"	"What"	"What is Beverly's maiden name?"	""	""	""	""	"Howard"	""
"1393"	"How"	"How did Jack Crusher propose to Beverly?"	""	""	""	""	"gave her a book"	""
"1394"	"What"	"What was Beverly's nickname?"	""	""	""	""	"The Dancing Doctor"	""
"1395"	"What"	"What play was not performed by Beverly's theater company on the Enterprise-D?"	""	""	""	""	"Arsenic and Old Lace"	""
"1396"	"What"	"What is Beverly's job on the Enterprise-D?"	""	""	""	""	"doctor"	""
"1397"	"Why"	"Why did Beverly have trouble with her relationship with Ambassador Odan?"	""	""	""	""	"He was a symbiont"	""
"1398"	"Who"	"Who introduced Beverly to Jack Crusher?"	""	""	""	""	"Walker Keel"	""
"1399"	"Why"	"Why did Worf and Jadzia decide to get married immediately on the staion instead of waiting for the war to end and marry on Qo'nos?"	""	""	""	""	"So Alexander would not miss his father's wedding."	""
"1400"	"Who"	"Who did Worf ask to be his sword-bearer?"	""	""	""	""	"Alexander"	""
"1401"	"What"	"What is the name of Martok's wife?"	""	""	""	""	"Sirella"	""
"1402"	"What"	"What are Var'hama candles used for?"	""	""	""	""	"welcome table"	""
"1403"	"Who"	"Who joins Worf on the Path to Kal'Hyah?"	""	""	""	""	"Martok, Captain Sisko, Alexander, Chief O'Brien, Dr. Bashir"	""
"1404"	"Who"	"Who ""sells a book"" in this episode?"	""	""	""	""	"Jake"	""
"1405"	"Who"	"Who gets into a fight at Jadzia's pre-wedding party (besides Jadzia and Martok's wife)?"	""	""	""	""	"Morn and one of the Bolians"	""
"1406"	"What"	"What color are the wedding clothes of Worf and Jadzia?"	""	""	""	""	"red"	""
"1407"	"What"	"What traditionally happens at the end of the ceremony?"	""	""	""	""	"The bride and groom are attacked."	""
"1408"	"How"	"How many pips does Captain Picard have?"	""	""	""	""	"4"	""
"1409"	"What"	"What is Data?"	""	""	""	""	"Android"	""
"1410"	"What"	"What does Geordi LaForge have on his eyes?"	""	""	""	""	"VISOR"	""
"1411"	"Where"	"Where was Guinan born?"	""	""	""	""	"El-Auria"	""
"1412"	"Who"	"Who are William Riker's parents?"	""	""	""	""	"Kyle and Betty C. Riker"	""
"1413"	"Where"	"Where does Wesley Crusher have a birthmark?"	""	""	""	""	"Buttocks"	""
"1414"	"How"	"How many children does Data have?"	""	""	""	""	"1, deceased"	""
"1415"	"What"	"What rank was Beverly C. Crusher, M.D.?"	""	""	""	""	"Commander"	""
"1416"	"Where"	"Where are Deanna Troi's quarters?"	""	""	""	""	"Deck 9, Room 0910"	""
"1417"	"Which"	"Which character from the original 'Star Trek' made a cameo appearance in the pilot episode?"	""	""	""	""	"McCoy"	""
"1418"	"What"	"What recurring character appeared in the pilot episode, but wasn't named until later in the series?"	""	""	""	""	"Miles O'Brien"	""
"1419"	"What"	"What was the name of Captain Picard's former ship?"	""	""	""	""	"Stargazer"	""
"1420"	"Who"	"Who created Data and Lore?"	""	""	""	""	"Noonien Soong"	""
"1421"	"What"	"What was the name of the Bynar's holographic woman that captivated Riker and Picard?"	""	""	""	""	"Minuet"	""
"1422"	"What"	"What position did Admiral Quinn offer Captain Picard?"	""	""	""	""	"Command of Starfleet Academy"	""
"1423"	"What"	"What part of Klingon culture do we see for the first time in the episode 'Heart of Glory'?"	""	""	""	""	"Death Ritual"	""
"1424"	"What"	"What character in 'The Arsenal of Freedom' suffers severe injuries in a fall?"	""	""	""	""	"Dr Crusher"	""
"1425"	"Who"	"Who died in 'Skin of Evil'?"	""	""	""	""	"Natasha Yar"	""
"1426"	"How"	"How many humans are aboard 'Voyager' according to B'Elanna in the episode 'Lineage'?"	""	""	""	""	"136"	""
"1427"	"What"	"What was Max's nickname for B'Elanna in 'Equinox'?"	""	""	""	""	"BLT"	""
"1428"	"What"	"What is the name of the race that the Kazon hate?"	""	""	""	""	"Trabe"	""
"1429"	"What"	"What were the name for the people that inhabited the water world?"	""	""	""	""	"Monean"	""
"1430"	"What"	"What state did Kathryn Janeway grow up in?"	""	""	""	""	"Indiana"	""
"1431"	"How"	"How many times did Tom Paris (or a facsimile of him) get married on 'Voyager'?"	""	""	""	""	"3"	""
"1432"	"What"	"What was the name of the device used to circumvent the memories of the Voyager crew in the episode 'The Killing Game'?"	""	""	""	""	"Neural Interface"	""
"1433"	"What"	"What was the name of the woman that Harry Kim had an affair with in 'Disease'?"	""	""	""	""	"Tal"	""
"1434"	"Where"	"Where was the Penal Colony that Kathryn Janeway found Tom in?"	""	""	""	""	"New Zealand"	""
"1435"	"Who"	"Who did B'Elanna fantasize about in 'Persistence of Vision'?"	""	""	""	""	"Chakotay"	""
"1436"	"What"	"What was the name of Tuvok's wife?"	""	""	""	""	"T'Pel"	""
"1437"	"What"	"What was not one of the three episodes that we see Tuvok's wife in?"	""	""	""	""	"'Gravity'"	""
"1438"	"What"	"What was the name of Chakotay's father?"	""	""	""	""	"Kolopak"	""
"1439"	"What"	"What is the registration number for 'Voyager?"	""	""	""	""	"NCC-74656"	""
"1440"	"What"	"What gift did Chakotay present to the Captain in 'Year of Hell' as a birthday present?"	""	""	""	""	"pocket watch"	""
"1441"	"What"	"What name does the Q, who is granted asylum aboard 'Voyager', adopt once he becomes human in the episode 'Death Wish'?"	""	""	""	""	"Quinn"	""
"1442"	"Who"	"Who is the Doctor's program modeled after?"	""	""	""	""	"Zimmerman"	""
"1443"	"Who"	"Who is the quote on 'Voyager's' registration plaque by?"	""	""	""	""	"Alfred Lord Tennyson"	""
"1444"	"What"	"What occupation does Vash claim?"	""	""	""	""	"archaeologist"	""
"1445"	"Which"	"Which of the following is NOT an artifact Vash brings back from the Gamma Quadrant?"	""	""	""	""	"a gold urn"	""
"1446"	"How"	"How does Q disrupt the dinner Dr. Bashir and Vash have planned?"	""	""	""	""	"Q makes Dr. Bashir too tired to attend."	""
"1447"	"What"	"What problem plagues the station after Vash arrives?"	""	""	""	""	"power loss"	""
"1448"	"How"	"How does Quark help Vash?"	""	""	""	""	"He arranges an auction of her artifacts."	""
"1449"	"What"	"What do the officers use to determine the source of the station's problems?"	""	""	""	""	"tridium gas"	""
"1450"	"What"	"What does the creature from the glowing ball appear to be?"	""	""	""	""	"a moth"	""
"1451"	"What"	"What does she always call Worf?"	""	""	""	""	"Mr. Woof"	""
"1452"	"What"	"What was her first child's name?"	""	""	""	""	"Kestra"	""
"1453"	"What"	"What did Alexander teach her?"	""	""	""	""	"Not to let go of the joy in life"	""
"1454"	"What"	"What is the main reason that she wanted to get married in the episode 'Cost of Living'?"	""	""	""	""	"She was lonely"	""
"1455"	"What"	"What was she doing at the trade conference reception ('Menage a Troi')?"	""	""	""	""	"Eating"	""
"1456"	"What"	"What did Mrs. Troi use to annoy Mrs. Miller at dinner in 'Haven'?"	""	""	""	""	"Her pet plant"	""
"1457"	"Why"	"Why did Picard give his permission for Mrs. Troi's wedding in 'Cost of Living'?"	""	""	""	""	"He would gladly give away the bride"	""
"1458"	"What"	"What is Data's cat's name?"	""	""	""	""	"Spot"	""
"1459"	"Which"	"Which crewmember was it implied that Data became intimate with?"	""	""	""	""	"Tasha Yar"	""
"1460"	"Who"	"Who was the first person that let Data laugh?"	""	""	""	""	"Q"	""
"1461"	"Who"	"Who did Data serve as 'father of the bride' for?"	""	""	""	""	"Keiko"	""
"1462"	"What"	"What was Data's brother's name?"	""	""	""	""	"Lore"	""
"1463"	"Which"	"Which famous mystery character does Data like to be in the holodeck?"	""	""	""	""	"Sherlock Holmes"	""
"1464"	"Who"	"Who is his closest friend on the Enterprise?"	""	""	""	""	"Geordi LaForge"	""
"1465"	"Which"	"Which of the following body parts is the oldest on Data's body?"	""	""	""	""	"His head"	""
"1466"	"Which"	"Which member of the Enterprise crew joins the crew of Deep Space Nine?"	""	""	""	""	"Miles O'Brien"	""
"1467"	"What"	"What does Sisko do to convince Quark to keep his business open?"	""	""	""	""	"Sisko puts Nog in jail."	""
"1468"	"Who"	"Who first shows Sisko an orb?"	""	""	""	""	"Kai Opaka"	""
"1469"	"How"	"How many orbs do the Bajorans have?"	""	""	""	""	"one"	""
"1470"	"How"	"How many orbs did the Cardassians take from Bajor?"	""	""	""	""	"eight"	""
"1471"	"What"	"What concept do the beings in the wormhole not understand?"	""	""	""	""	"linear time"	""
"1472"	"Why"	"Why does Sisko's attitude toward Picard change?"	""	""	""	""	"Sisko realizes that he must move beyond the pain of Jennifer's death"	""
"1473"	"Who"	"Who refers to Icheb as ""Drone boy with a Kirk fixation""?"	""	""	""	""	"Q's son"	""
"1474"	"Who"	"Who is the godmother/godfather of Q's son?"	""	""	""	""	"Janeway"	""
"1475"	"How"	"How many times did Q visit Voyager?"	""	""	""	""	"3"	""
"1476"	"Who"	"Who ended up playing the Bride of Chaotica in the holodeck?"	""	""	""	""	"Janeway"	""
"1477"	"When"	"When the episode opens, who is in Sisko's office complaining?"	""	""	""	""	"a Dabo girl"	""
"1478"	"When"	"When Tosk arrives through the wormhole, how does Sisko characterize him?"	""	""	""	""	"nervous"	""
"1479"	"When"	"When O'Brien first enters Tosk's ship, where is Tosk?"	""	""	""	""	"He is standing but invisible."	""
"1480"	"What"	"What damaged Tosk's ship?"	""	""	""	""	"another ship"	""
"1481"	"Which"	"Which of the following is untrue of Tosk?"	""	""	""	""	"All of these statements are true."	""
"1482"	"What"	"What is the first request Tosk makes of the station's computers?"	""	""	""	""	"He asks for the location of weapons."	""
"1483"	"When"	"When he catches Tosk trying to access weapons, what is Odo disguised as?"	""	""	""	""	"a painting"	""
"1484"	"Why"	"Why will Tosk not ask for asylum?"	""	""	""	""	"Tosk gives all of these as reasons."	""
"1485"	"Who"	"Who was Data created by?"	""	""	""	""	"Noonien Soong"	""
"1486"	"What"	"What colony's memories are stored in Data's positronic brain?"	""	""	""	""	"Omicron Theta"	""
"1487"	"What"	"What city did Data travel back in time to?"	""	""	""	""	"San Francisco"	""
"1488"	"What"	"What was Data's daughter's name?"	""	""	""	""	"Lal"	""
"1489"	"What"	"What was the difference between Data and Lore?"	""	""	""	""	"personality programming"	""
"1490"	"Who"	"Who ruled Data was a sentient being?"	""	""	""	""	"Phillipa Louvois"	""
"1491"	"What"	"What drink was Data skilled at making?"	""	""	""	""	"Samarian Sunset"	""
"1492"	"What"	"What boy imitated Data?"	""	""	""	""	"Timothy"	""
"1493"	"What"	"What did Data create for his cat, Spot?"	""	""	""	""	"cat food"	""
"1494"	"When"	"When asked why his son, Spock, would travel to Romulus, Ambassador Sarek reveals a friendship Spock had with a Romulan Senator he had known since Khitomer. This Senator later betrayed the underground Reunification movement."	""	""	""	""	"Pardek"	""
"1495"	"When"	"When first arriving on the Enterprise, the aforementioned defecting Admiral went under an alias. He claimed he was a logistics clerk and his rank was Sublieutenant. What was his alias?"	""	""	""	""	"Setal"	""
"1496"	"What"	"What was Doctor McCoy's medical diagnosis on why a bullet in the chest did not kill Spock?"	""	""	""	""	"his heart is where his liver should be"	""
"1497"	"What"	"What is a Horta?"	""	""	""	""	"a peaceful silicon-based lifeform that feeds on rocks"	""
"1498"	"What"	"What do you call a speed lower than warp 1?"	""	""	""	""	"sub-light speed"	""
"1499"	"Why"	"Why was Kirk embarrassed about beaming down to a planet with one of the female members of his crew in ""Dagger of the Mind""?"	""	""	""	""	"he got off with her at the Christmas party"	""
"1500"	"How"	"How do the Organians prevent the Klingons and the Federation from fighting in ""Errand of Mercy""?"	""	""	""	""	"they raise the temperature of all weapons so they are impossible to use"	""
"1501"	"What"	"What is special about Elaan's necklace in ""Elaan of Troyius""?"	""	""	""	""	"it's made of dilithium crystals"	""
"1502"	"How"	"How is a Klingon plot to take over a planet foiled by the ""multiplicative proclivities"" of small, furry creatures?"	""	""	""	""	"the Klingons had poisoned the grain and the Tribbles revealed this by eating the grain and dying"	""
"1503"	"Who"	"Who says ""Commander, your attire is not only appropriate. It should actually stimulate our conversation"", and in what context?"	""	""	""	""	"Spock when trying to seduce the Romulan commander in ""Enterprise Incident"""	""
"1504"	"What"	"What is Scotty's real name?"	""	""	""	""	"Montgomery Scott"	""
"1505"	"What"	"What is her function on the ship?"	""	""	""	""	"Counselor"	""
"1506"	"Which"	"Which of the following characters had she been romantically involved with before she joined the crew of the Enterprise?"	""	""	""	""	"Riker"	""
"1507"	"What"	"What is Deanna's favourite food?"	""	""	""	""	"Chocolate"	""
"1508"	"What"	"What was the name of the man that her parents had arranged for her to marry?"	""	""	""	""	"Wyatt"	""
"1509"	"What"	"What happened to her when the ship was caught in a field of two-dimensional creatures?"	""	""	""	""	"She lost her empathic sense"	""
"1510"	"What"	"What did she name her son in 'The Child'?"	""	""	""	""	"Ian Andrew"	""
"1511"	"What"	"What sort of holodeck program was she trapped in with Worf and his son?"	""	""	""	""	"Wild West"	""
